REPORT_RECEIVED_DATE,IYEAR,REPORT_TYPE,OPERATOR_ID,NAME,OPERATOR_CITY_NAME,OPERATOR_STATE_ABBREVIATION,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE,INTENTIONAL_RELEASE,FATALITY_IND,FATAL,INJURY_IND,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,SHUTDOWN_DATETIME,RESTART_DATETIME,IGNITE_IND,UPSTREAM_ACTION_TAKEN,ON_OFF_SHORE,LOCATION_TYPE,INCIDENT_AREA_TYPE,INCIDENT_AREA_SUBTYPE,DEPTH_OF_COVER,CROSSING,SYSTEM_PART_INVOLVED,ITEM_INVOLVED,PIPE_DIAMETER,PIPE_MANUFACTURER,COATING,COATING_APPLIED_IND,INSTALLATION_YEAR,MANUFACTURED_YEAR,MATERIAL_INVOLVED,RELEASE_TYPE,PUNCTURE_AXIAL,PUNCTURE_CIRCUM,LEAK_TYPE,CLASS_LOCATION_TYPE,COULD_BE_HCA,PIR_RADIUS,HEAT_DAMAGE_IND,EST_COST_OPER_PAID,EST_COST_UNINTENTIONAL_RELEASE,EST_COST_INTENTIONAL_RELEASE,EST_COST_PROP_DAMAGE,EST_COST_EMERGENCY,GAS_COST_IN_MCF,PRPTY,NUM_PERSONS_HOSP_NOT_OVNGHT,NUM_INJURED_TREATED_BY_EMT,NUM_RESIDENT_BUILDING_AFFCTD,NUM_BUSINESS_BUILDING_AFFCTD,WILDLIFE_IMPACT_IND,ACCIDENT_PSIG,GAS_FLOW_IN_PIPE_IN_MCF,MOP_PSIG,ACCIDENT_PRESSURE,PIPELINE_FUNCTION,ACCIDENT_IDENTIFIER,INVESTIGATION_STATUS,CAUSE,CAUSE_DETAILS,INCIDENT
5/25/2017,2016,ORIGINAL FINAL,31531,"ONEOK WESTEX TRANSMISSION, LLC",TULSA,OK,NATURAL GAS,92600,0,NO,0,NO,0,NO,,,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,"ESD SYSTEM, BUT EXCLUDING PRODUCT DRAIN LINES AND TUBING",,,0,,2016,,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,725,NO,0,237514,0,0,0,,237514,,,,,,1022,,1226,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","YES, SPECIFY INVESTIGATION RESULT(S): (SELECT ALL THAT APPLY)",EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1
1/11/2017,2016,SUPPLEMENTAL FINAL,19160,TENNESSEE GAS PIPELINE COMPANY,HOUSTON,TX,NATURAL GAS,24861,1755,NO,0,NO,0,NO,,,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,VALVE,,,0,,1960,,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,760,NO,0,62155,4390,0,250,,66795,,,,,,621,,936,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,CONTROLLER,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",NATURAL FORCE DAMAGE,TEMPERATURE,1
1/17/2017,2016,SUPPLEMENTAL FINAL,2564,COLORADO INTERSTATE GAS CO,HOUSTON,TX,NATURAL GAS,4000,0,NO,0,NO,0,YES,12/18/2016 8:35,12/19/2016 12:00,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,COOLER OR HEATER,,,0,,1993,,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,140,NO,0,10000,0,0,250,,10250,,,,,,729,,935,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",NATURAL FORCE DAMAGE,TEMPERATURE,1
1/12/2017,2016,ORIGINAL FINAL,14210,"OKLAHOMA NATURAL GAS COMPANY, A DIVISION OF ONE GAS, INC.",OKLAHOMA CITY,OK,NATURAL GAS,6431,0,NO,0,NO,0,YES,12/14/2016 21:01,12/15/2016 1:27,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,48,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,8.625,UNKNOWN,COAL TAR,,1948,UNKNOWN,CARBON STEEL,MECHANICAL PUNCTURE,4.5,4.5,,CLASS 2 LOCATION,NO,95,NO,45000,26065,0,9334,11728,,92127,,,,,,231,,255,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EXCAVATION DAMAGE,EXCAVATION DAMAGE BY OPERATOR'S CONTRACTOR (SECOND PARTY),1
1/12/2017,2016,SUPPLEMENTAL FINAL,31531,"ONEOK WESTEX TRANSMISSION, LLC",TULSA,OK,NATURAL GAS,12890,0,NO,0,NO,0,NO,,,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,VALVE,,,0,,2016,,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,476,NO,0,47693,0,0,0,,47693,,,,,,903,,1188,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","YES, SPECIFY INVESTIGATION RESULT(S): (SELECT ALL THAT APPLY)",EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1
1/11/2017,2016,SUPPLEMENTAL FINAL,19570,TRANSCONTINENTAL GAS PIPE LINE COMPANY,TULSA,OK,,6654,542384,NO,0,NO,0,YES,12/12/2016 15:07,2/27/2019 12:00,YES,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,UNDER SOIL,72,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,PIPE,20,NATIONAL TUBE,COAL TAR,,1964,1963,CARBON STEEL,RUPTURE,,,,CLASS 1 LOCATION,NO,478,NO,0,24752,2021388,64000000,0,,66046140,,,,,,1085,,1200,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","YES, SPECIFY INVESTIGATION RESULT(S): (SELECT ALL THAT APPLY)",CORROSION FAILURE,INTERNAL CORROSION,1
12/31/2016,2016,SUPPLEMENTAL FINAL,15007,PACIFIC GAS & ELECTRIC CO,SAN RAMON,CA,NATURAL GAS,3500,100,NO,0,NO,0,YES,12/3/2016 18:20,12/7/2016 14:55,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,36,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,12,UNKNOWN,ASPHALT,,1962,1962,CARBON STEEL,MECHANICAL PUNCTURE,1,3,,CLASS 3 LOCATION,YES,166,NO,0,9500,450,92000,0,,101950,,,,,,380,,400,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM THIRD PARTY THAT CAUSED THE INCIDENT,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,1
12/14/2016,2016,SUPPLEMENTAL FINAL,18516,SOUTHERN NATURAL GAS CO,HOUSTON,TX,NATURAL GAS,41058,0,NO,0,NO,0,NO,,,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,OTHER,,,0,,2004,,MATERIAL OTHER THAN CARBON STEEL OR PLASTIC,OTHER,,,,CLASS 1 LOCATION,NO,382,NO,0,89917,0,6000,0,,95917,,,,,,892,,1200,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,1
12/14/2016,2016,ORIGINAL FINAL,31727,"KINDER MORGAN KEYSTONE GAS STORAGE, LLC",HOUSTON,TX,NATURAL GAS,21040,0,NO,0,NO,0,YES,11/27/2016 7:10,12/2/2016 13:00,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,VALVE,,,0,,2004,,CARBON STEEL,LEAK,,,OTHER,CLASS 1 LOCATION,NO,330,NO,0,46221,0,1581,0,,47802,,,,,,750,,1900,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1
12/19/2016,2016,SUPPLEMENTAL FINAL,2620,"COLUMBIA GULF TRANSMISSION, LLC",HOUSTON,TX,NATURAL GAS,982,0,NO,0,NO,0,YES,11/25/2016 15:35,,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,OTHER,,YES,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,16,NATIONAL TUBE CO.,SOMASTIC COATING UNDERNEATH CONCRETE COATED,,1954,UNKNOWN,CARBON STEEL,LEAK,,,PINHOLE,CLASS 1 LOCATION,NO,438,NO,0,2622,0,0,0,,1502622,,,,,,32,,877,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM PUBLIC,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",CORROSION FAILURE,EXTERNAL CORROSION,1
12/5/2016,2016,SUPPLEMENTAL FINAL,30782,HARVEST PIPELINE COMPANY,HOUSTON,TX,NATURAL GAS,10,4700,NO,0,NO,0,YES,11/21/2016 16:30,11/26/2016 11:30,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,OTHER,84,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,12,STUPP CORPORATION,CONCRETE,,1967,UNKNOWN,CARBON STEEL,LEAK,,,PINHOLE,CLASS 1 LOCATION,NO,292,NO,0,25,11000,115000,0,,126025,,,,,,800,,1100,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION IN STORAGE FIELD,AIR PATROL,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",CORROSION FAILURE,INTERNAL CORROSION,1
2/10/2017,2016,ORIGINAL,30851,ALBEMARLE CORPORATION,MAGNOLIA ,AR,NATURAL GAS,113,0,NO,0,NO,0,YES,11/20/2016 12:15,12/23/2016 13:00,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,3,UNKNOWN,PAINT,,UNKNOWN,UNKNOWN,CARBON STEEL,MECHANICAL PUNCTURE,0.1,0.6,,CLASS 1 LOCATION,NO,5097,NO,0,673,0,14486,0,,15159,,,,,,330,,681.8,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM THIRD PARTY THAT CAUSED THE INCIDENT,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",OTHER INCIDENT CAUSE,MISCELLANEOUS,1
12/13/2016,2016,SUPPLEMENTAL FINAL,38987,KINETICA ENERGY EXPRESS LLC,HOUSTON,TX,NATURAL GAS,541,8858,NO,0,NO,0,YES,11/14/2016 9:00,12/15/2016 2:00,NO,,OFFSHORE,,,,,,"OFFSHORE PIPELINE, INCLUDING RISER AND RISER BEND",PIPE,16,KAISER,CONCRETE,,1979,1978,CARBON STEEL,LEAK,,,PINHOLE,CLASS 1 LOCATION,NO,390,NO,0,1540,25245,150000,5000,,181785,,,,,,776,,1250,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM PUBLIC,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",CORROSION FAILURE,INTERNAL CORROSION,1
11/18/2016,2016,SUPPLEMENTAL FINAL,18516,SOUTHERN NATURAL GAS CO,HOUSTON,TX,NATURAL GAS,12781,0,NO,0,NO,0,YES,10/25/2016 4:07,10/25/2016 6:30,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,VALVE,,,0,,1959,,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,478,NO,0,36425,0,3110,1200,,40735,,,,,,1100,,1200,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1
11/12/2016,2016,SUPPLEMENTAL FINAL,4280,EL PASO NATURAL GAS CO,HOUSTON,TX,NATURAL GAS,8490,0,NO,0,NO,0,NO,,,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",VALVE,,,0,,UNKNOWN,,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,189,NO,0,25470,0,500,0,,25970,,,,,,579.5,,650,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,OTHER,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1
11/7/2016,2016,SUPPLEMENTAL FINAL,2616,"COLUMBIA GAS TRANSMISSION, LLC",HOUSTON,TX,NATURAL GAS,3083,0,NO,0,NO,0,YES,10/9/2016 4:59,10/10/2016 11:00,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,VALVE,,,0,,1997,,CARBON STEEL,OTHER,,,,CLASS 2 LOCATION,NO,159,NO,0,8571,0,0,0,,8571,,,,,,936,,1183,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM PUBLIC,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1
10/26/2016,2016,SUPPLEMENTAL FINAL,18516,SOUTHERN NATURAL GAS CO,HOUSTON,TX,NATURAL GAS,79937,0,NO,0,NO,0,YES,10/8/2016 16:26,10/17/2016 14:25,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,54,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,20,UNITED STATES STEEL,COAL TAR,,1977,1977,CARBON STEEL,RUPTURE,,,,CLASS 1 LOCATION,NO,478,NO,0,227820,0,125000,400,,353220,,,,,,1170,,1200,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM EMERGENCY RESPONDER,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",MATERIAL FAILURE OF PIPE OR WELD,ENVIRONMENTAL CRACKING-RELATED,1
10/27/2016,2016,SUPPLEMENTAL FINAL,2748,CONSUMERS ENERGY CO,JACKSON,MI,NATURAL GAS,2637,0,NO,0,NO,0,YES,9/28/2016 15:20,9/29/2016 7:30,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,60,NO,"BELOWGROUND STORAGE, INCLUDING ASSOCIATED EQUIPMENT AND PIPING",PIPE,10,UNKNOWN,WAX COATING,,1951,UNKNOWN,CARBON STEEL,LEAK,,,CRACK,CLASS 3 LOCATION,YES,127,NO,0,7620,0,53469,145,,61234,,,,,,206,,340,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EXCAVATION DAMAGE,EXCAVATION DAMAGE BY OPERATOR'S CONTRACTOR (SECOND PARTY),1
10/11/2016,2016,ORIGINAL FINAL,32099,ENERGY TRANSFER COMPANY,HOUSTON,TX,NATURAL GAS,24879,0,NO,0,NO,0,YES,9/23/2016 10:08,9/23/2016 12:13,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,COMPRESSOR,,,0,,1972,,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,671,NO,0,62197,0,0,0,,62197,,,,,,870,,1050,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1
10/20/2016,2016,SUPPLEMENTAL FINAL,2748,CONSUMERS ENERGY CO,JACKSON,MI,NATURAL GAS,3680,0,NO,0,NO,0,NO,,,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,VALVE,,,0,,2016,,CARBON STEEL,OTHER,,,,CLASS 3 LOCATION,YES,681,NO,0,10635,0,0,65,,10700,,,,,,1430,,1440,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",INCORRECT OPERATION,OTHER INCORRECT OPERATION ,1
10/15/2016,2016,SUPPLEMENTAL FINAL,2748,CONSUMERS ENERGY CO,JACKSON,MI,NATURAL GAS,3484,0,NO,0,NO,0,NO,,,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,EXPOSED DUE TO EXCAVATION,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,PIPE,1,UNKNOWN,PAINT,,1952,UNKNOWN,CARBON STEEL,OTHER,,,,CLASS 3 LOCATION,NO,96,NO,0,10068,0,0,0,,10068,,,,,,190,,200,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",INCORRECT OPERATION,"VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN AN OVERPRESSURE",1
10/7/2016,2016,ORIGINAL FINAL,32099,ENERGY TRANSFER COMPANY,HOUSTON,TX,NATURAL GAS,63,806,NO,0,NO,0,YES,9/14/2016 13:25,9/15/2016 1:15,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,60,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,12.75,REPUBLIC STEEL,COAL TAR,,1979,UNKNOWN,CARBON STEEL,MECHANICAL PUNCTURE,1,0.1,,CLASS 1 LOCATION,NO,285,NO,0,97,1249,44132,2000,,47478,,,,,,606,,938,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM THIRD PARTY THAT CAUSED THE INCIDENT,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,1
10/6/2016,2016,SUPPLEMENTAL FINAL,18516,SOUTHERN NATURAL GAS CO,HOUSTON,TX,NATURAL GAS,9372,50,NO,0,NO,0,NO,,,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,VALVE,,,0,,2003,,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,431,NO,0,26115,140,0,150,,26405,,,,,,810,,1440,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,OTHER,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1
10/5/2016,2016,SUPPLEMENTAL FINAL,19235,"TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)",HOUSTON,TX,NATURAL GAS,571,82668,NO,0,NO,0,YES,9/8/2016 16:05,11/29/2016 12:00,NO,,OFFSHORE,,,,,,"OFFSHORE PIPELINE, INCLUDING RISER AND RISER BEND",PIPE,16,U.S. STEEL,CONCRETE AND SOMASTIC,,1975,1975,CARBON STEEL,LEAK,,,PINHOLE,CLASS 1 LOCATION,NO,419,NO,0,1713,248004,1200000,0,,1449717,,,,,,829,,1440,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,OTHER,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",CORROSION FAILURE,INTERNAL CORROSION,1
10/7/2016,2016,SUPPLEMENTAL FINAL,405,ANR PIPELINE CO,HOUSTON,TX,NATURAL GAS,1847,4933,NO,0,NO,0,YES,9/7/2016 14:00,9/19/2016 17:20,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,36,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",DRAIN LINES,,,0,,UNKNOWN,,CARBON STEEL,LEAK,,,CONNECTION FAILURE,CLASS 1 LOCATION,NO,135,NO,0,5209,4933,93995,30408,,134545,,,,,,955,,1050,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM THIRD PARTY THAT CAUSED THE INCIDENT,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",OTHER OUTSIDE FORCE DAMAGE,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION",1
